2.128658993434660474e+00,-1.595665666269462601e+00,2.302918285418398270e+00,1.292647346669248298e+00,-1.669135803155034958e+00,-6.470419635441585271e+00,-4.528730111974278216e+00,-8.053977160794310031e-01,1.699669397367827850e+00,-2.309407172676964493e+00,1.820852077936845337e-01,1.109189666874196334e+01,-2.904948630570360457e+00,-6.960555675457614555e+00,-4.119432982038351732e+00,5.224267754372295514e+00,1.872902224852445174e+00,-4.465384764984125177e+00,-3.211630281098249107e+00,-1.930133253516240099e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00
-1.595665666269462601e+00,5.824906927601547046e+00,-5.776116519981183473e+00,-6.643886309286525460e+00,-5.673613120076330674e+00,2.305170372050520555e+00,3.466763656016613737e-03,-5.753486917636468689e+00,-1.172879163350259546e+00,-5.429633451911981545e+00,-8.435912405886569765e-02,1.821949384452001830e-01,-4.163371809296351422e+00,-7.859646386542705976e+00,-7.876428823875334384e-01,-3.255069040160448512e+00,-4.155349403189450008e+00,-2.030085505447392968e+00,-6.111835555823486033e+00,-8.376758772235506356e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
2.302918285418398270e+00,-5.776116519981183473e+00,5.376562395650130277e+00,4.724936128242443800e+00,-2.115439538606617376e+00,1.761392570900899068e+00,-3.660269607801076575e-01,-3.140086138638935598e+00,2.652342831122060041e+00,-6.558142896581664161e+00,-1.278305908884933340e+00,-1.415264440998125872e+00,-2.407210295601827532e+00,4.291517004046057515e+00,-5.718957880005103078e+00,3.052885908425849504e+00,-3.104503090578965008e+00,-2.663773196196330684e+00,4.581083061340371909e-01,4.208188239488528382e+00,3.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
1.292647346669248298e+00,-6.643886309286525460e+00,4.724936128242443800e+00,3.751931701846560330e+00,-7.811283854780370906e-01,2.867150567542295470e+00,-7.012044354591098205e+00,5.268595325616731273e+00,-3.206258171777151222e+00,-3.663215297100111290e+00,-7.067291429415236692e+00,-9.068070681529327715e-01,2.999785524475020448e-01,-1.050884943128687965e+01,-1.360912441500800929e+00,-3.728099912964371931e+00,-3.430814894892686873e+00,-1.800074463607956421e+00,-3.286793538585401020e+00,-1.520872304222438842e+01,4.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-1.669135803155034958e+00,-5.673613120076330674e+00,-2.115439538606617376e+00,-7.811283854780370906e-01,1.086598832137911863e+01,6.224947787352843598e-01,-4.440769467887932365e+00,-2.543045185122204899e+00,-2.056863611784958579e+00,1.667820479854743132e+00,-4.711776052198320741e+00,-3.343013366215892290e+00,-3.890896322734436197e-01,-6.921662930534104863e-01,-2.774868335437033817e+00,-2.565444746025869804e+00,-7.587236781411247577e+00,-1.921375115022175173e+00,3.592215684887118954e-01,-9.893499187981249499e-01,-3.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00
-6.470419635441585271e+00,2.305170372050520555e+00,1.761392570900899068e+00,2.867150567542295470e+00,6.224947787352843598e-01,8.277754210500688714e+00,5.600653863569707624e+00,3.273585157333922524e-01,-7.000940674591198398e-01,-7.939980326548946366e+00,-2.187560424726982866e+00,-1.351971208524716639e+00,9.373607825410490424e-01,-8.522962069549040010e+00,-9.627812196618771523e+00,-2.079198339780175431e+00,-1.864362864698541511e+00,-3.423356807536595880e+00,-7.597216961965853610e-01,-2.288826143803513347e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-4.528730111974278216e+00,3.466763656016613737e-03,-3.660269607801076575e-01,-7.012044354591098205e+00,-4.440769467887932365e+00,5.600653863569707624e+00,8.034278710694284786e-01,-6.294553555650029608e+00,-4.793567991476936907e-01,-1.191596941575681434e+01,-3.136103817980787412e+00,5.900274456722018002e+00,3.014435463971709694e-01,1.703381422681666812e+00,1.592439845262147102e+00,-8.500019460623287060e+00,-1.550070435978822214e+00,-5.572595331000238517e+00,7.565099837630142598e-01,1.481947081795342847e-02,1.000000000000000000e+00,4.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-8.053977160794310031e-01,-5.753486917636468689e+00,-3.140086138638935598e+00,5.268595325616731273e+00,-2.543045185122204899e+00,3.273585157333922524e-01,-6.294553555650029608e+00,6.017145592062187909e+00,-2.825967258682123173e+00,-9.639943093470989766e+00,5.140065159314408660e+00,-6.245677581970656256e+00,-6.926049599901517695e+00,1.258501643641182355e+01,-9.291288068398924072e-01,-3.174507947227878102e+00,-3.031299749541450428e+00,-4.415965081249735746e+00,8.453182661656222230e-01,-1.589176075102254337e+01,-1.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
1.699669397367827850e+00,-1.172879163350259546e+00,2.652342831122060041e+00,-3.206258171777151222e+00,-2.056863611784958579e+00,-7.000940674591198398e-01,-4.793567991476936907e-01,-2.825967258682123173e+00,7.604078247025586990e+00,-1.684865447946779948e+00,-4.630323549525427573e+00,-2.609411954584255344e-01,-1.682593004400457781e+00,3.238503970875854510e-01,-9.686905888303014578e-01,-1.114138607320407370e+00,9.671832834727611683e-02,-2.689768044688646054e+00,8.450374422122222118e-01,-2.402386625859046276e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-2.309407172676964493e+00,-5.429633451911981545e+00,-6.558142896581664161e+00,-3.663215297100111290e+00,1.667820479854743132e+00,-7.939980326548946366e+00,-1.191596941575681434e+01,-9.639943093470989766e+00,-1.684865447946779948e+00,8.218059004675566825e+00,4.669944872216416520e+00,-5.885586761403279965e+00,-6.430478875756295842e-01,7.924756522318812557e+00,-1.436140032480161821e+01,-7.000877963178882446e+00,-1.744782479395581065e+00,-3.780830259340467681e+00,8.152948527182095617e-01,3.519210626444989831e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
1.820852077936845337e-01,-8.435912405886569765e-02,-1.278305908884933340e+00,-7.067291429415236692e+00,-4.711776052198320741e+00,-2.187560424726982866e+00,-3.136103817980787412e+00,5.140065159314408660e+00,-4.630323549525427573e+00,4.669944872216416520e+00,2.656473279934670195e+00,4.438978715403210984e+00,9.079085745353781434e+00,-1.485051423934924397e+00,-1.236241535847445228e+00,-6.425648854708329694e+00,-5.243600990015893970e+00,-2.526400304576346567e+00,6.556329415929513793e+00,5.630980238633758184e-01,-4.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
1.109189666874196334e+01,1.821949384452001830e-01,-1.415264440998125872e+00,-9.068070681529327715e-01,-3.343013366215892290e+00,-1.351971208524716639e+00,5.900274456722018002e+00,-6.245677581970656256e+00,-2.609411954584255344e-01,-5.885586761403279965e+00,4.438978715403210984e+00,-4.821881324008261416e-01,-7.020503506447546282e-01,-1.086749590742934402e+01,-4.848087332247606795e+00,8.464179877339483848e-01,4.359480772720813135e+00,-3.618486659610626877e+00,-7.730891467711749065e-01,-8.790725146460648176e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-2.904948630570360457e+00,-4.163371809296351422e+00,-2.407210295601827532e+00,2.999785524475020448e-01,-3.890896322734436197e-01,9.373607825410490424e-01,3.014435463971709694e-01,-6.926049599901517695e+00,-1.682593004400457781e+00,-6.430478875756295842e-01,9.079085745353781434e+00,-7.020503506447546282e-01,6.223570530283231150e+00,-2.487272846634619672e+00,-4.419393230870987566e+00,-4.366957748979682918e+00,4.711877492985523830e+00,9.637767280964717465e-01,9.199770325966603046e-01,5.806099678345017168e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-6.960555675457614555e+00,-7.859646386542705976e+00,4.291517004046057515e+00,-1.050884943128687965e+01,-6.921662930534104863e-01,-8.522962069549040010e+00,1.703381422681666812e+00,1.258501643641182355e+01,3.238503970875854510e-01,7.924756522318812557e+00,-1.485051423934924397e+00,-1.086749590742934402e+01,-2.487272846634619672e+00,7.182840816766039360e+00,-2.578688509991663658e+00,3.612993360085944516e+00,-5.030014190583636413e+00,1.291104194953887285e+00,3.288023604208824668e+00,5.274212129913011360e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-4.119432982038351732e+00,-7.876428823875334384e-01,-5.718957880005103078e+00,-1.360912441500800929e+00,-2.774868335437033817e+00,-9.627812196618771523e+00,1.592439845262147102e+00,-9.291288068398924072e-01,-9.686905888303014578e-01,-1.436140032480161821e+01,-1.236241535847445228e+00,-4.848087332247606795e+00,-4.419393230870987566e+00,-2.578688509991663658e+00,8.675867257273747413e+00,1.359981908328393718e-01,-5.110582716436898210e+00,-5.283472699435895592e+00,-9.514872382697317832e+00,1.309735999365591708e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00
5.224267754372295514e+00,-3.255069040160448512e+00,3.052885908425849504e+00,-3.728099912964371931e+00,-2.565444746025869804e+00,-2.079198339780175431e+00,-8.500019460623287060e+00,-3.174507947227878102e+00,-1.114138607320407370e+00,-7.000877963178882446e+00,-6.425648854708329694e+00,8.464179877339483848e-01,-4.366957748979682918e+00,3.612993360085944516e+00,1.359981908328393718e-01,4.199310160154319682e+00,-2.412757402655848260e+00,-2.977297833394940252e+00,-2.989752415741637748e-01,7.300306172206558752e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00
1.872902224852445174e+00,-4.155349403189450008e+00,-3.104503090578965008e+00,-3.430814894892686873e+00,-7.587236781411247577e+00,-1.864362864698541511e+00,-1.550070435978822214e+00,-3.031299749541450428e+00,9.671832834727611683e-02,-1.744782479395581065e+00,-5.243600990015893970e+00,4.359480772720813135e+00,4.711877492985523830e+00,-5.030014190583636413e+00,-5.110582716436898210e+00,-2.412757402655848260e+00,6.688537105592418541e+00,-1.766099594263654593e+00,-5.823936514128831732e+00,-4.413914213466046732e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00
-4.465384764984125177e+00,-2.030085505447392968e+00,-2.663773196196330684e+00,-1.800074463607956421e+00,-1.921375115022175173e+00,-3.423356807536595880e+00,-5.572595331000238517e+00,-4.415965081249735746e+00,-2.689768044688646054e+00,-3.780830259340467681e+00,-2.526400304576346567e+00,-3.618486659610626877e+00,9.637767280964717465e-01,1.291104194953887285e+00,-5.283472699435895592e+00,-2.977297833394940252e+00,-1.766099594263654593e+00,1.009561069434987957e+01,1.150868722922325560e+00,-1.573217371998623770e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00
-3.211630281098249107e+00,-6.111835555823486033e+00,4.581083061340371909e-01,-3.286793538585401020e+00,3.592215684887118954e-01,-7.597216961965853610e-01,7.565099837630142598e-01,8.453182661656222230e-01,8.450374422122222118e-01,8.152948527182095617e-01,6.556329415929513793e+00,-7.730891467711749065e-01,9.199770325966603046e-01,3.288023604208824668e+00,-9.514872382697317832e+00,-2.989752415741637748e-01,-5.823936514128831732e+00,1.150868722922325560e+00,5.894198011486708744e+00,1.921975169732668132e-01,-3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-1.930133253516240099e+00,-8.376758772235506356e+00,4.208188239488528382e+00,-1.520872304222438842e+01,-9.893499187981249499e-01,-2.288826143803513347e+00,1.481947081795342847e-02,-1.589176075102254337e+01,-2.402386625859046276e+00,3.519210626444989831e+00,5.630980238633758184e-01,-8.790725146460648176e+00,5.806099678345017168e+00,5.274212129913011360e+00,1.309735999365591708e+00,7.300306172206558752e-01,-4.413914213466046732e+00,-1.573217371998623770e+00,1.921975169732668132e-01,5.294544114359634790e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-2.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00
-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00
